title,url
How full can your passport get in a year?,http://www.sqtalk.com/forum/forum/general/small-talk/9851-
Crawling on a plane - protocol for royalty on TG,http://www.sqtalk.com/forum/forum/general/small-talk/9856-
The Prepaid SIM for data/calls thread,http://www.sqtalk.com/forum/forum/general/small-talk/9755-
Accruing miles on ticketed carrier's FFP when re-routed to another carrier,http://www.sqtalk.com/forum/forum/general/small-talk/9847-
Queensland Floods AU,http://www.sqtalk.com/forum/forum/general/small-talk/9834-
Other aviation/airlines forums??,http://www.sqtalk.com/forum/forum/general/small-talk/9827-
Any SQtalkers schooling in UQ?,http://www.sqtalk.com/forum/forum/general/small-talk/9807-
Parallel Landings in SFO,http://www.sqtalk.com/forum/forum/general/small-talk/9707-
UBS Price & Earnings Global Purchasing Power Report,http://www.sqtalk.com/forum/forum/general/small-talk/9791-
"More to fly business-class in 2011, say analysts",http://www.sqtalk.com/forum/forum/general/small-talk/9772-
Boeing 747 & A330 Business Class Reports,http://www.sqtalk.com/forum/forum/general/small-talk/9783-
787 Deliveries,http://www.sqtalk.com/forum/forum/general/small-talk/9767-
This surprises people? A little light hearted reading for Christmas Day :),http://www.sqtalk.com/forum/forum/general/small-talk/9754-
Website to buy China HST ticket,http://www.sqtalk.com/forum/forum/general/small-talk/9716-
Photobucket problems,http://www.sqtalk.com/forum/forum/general/small-talk/9697-
The Snow,http://www.sqtalk.com/forum/forum/general/small-talk/9620-
Flyover GPS phone app,http://www.sqtalk.com/forum/forum/general/small-talk/9665-
Liquids,http://www.sqtalk.com/forum/forum/general/small-talk/9673-
Anyone Fancies Sushi?,http://www.sqtalk.com/forum/forum/general/small-talk/9655-
R.I.P. John Lennon: 30th Anniversary!!,http://www.sqtalk.com/forum/forum/general/small-talk/9660-
SP services bill,http://www.sqtalk.com/forum/forum/general/small-talk/9644-
Josh Duhamel kicked off flight after refusing to turn off Blackberry,http://www.sqtalk.com/forum/forum/general/small-talk/9634-
Singapore Comes to Indonesia,http://www.sqtalk.com/forum/forum/general/small-talk/9642-
Going mad for mileage,http://www.sqtalk.com/forum/forum/general/small-talk/9631-
‎13 Things Your Flight Attendant Won’t Tell You,http://www.sqtalk.com/forum/forum/general/small-talk/9602-
747-8 Type Rating,http://www.sqtalk.com/forum/forum/general/small-talk/9590-
SQTalk iPhone / iPad Thread,http://www.sqtalk.com/forum/forum/general/small-talk/9162-
Engine failure on 767 in the states,http://www.sqtalk.com/forum/forum/general/small-talk/9587-
Google Maps,http://www.sqtalk.com/forum/forum/general/small-talk/9557-
Another example of TSA security being less human and more robotic,http://www.sqtalk.com/forum/forum/general/small-talk/9579-
China opens airspace for private planes,http://www.sqtalk.com/forum/forum/general/small-talk/9558-
787 Lands Safely After Smoke Detected,http://www.sqtalk.com/forum/forum/general/small-talk/9534-
President Obama's Speech at University of Indonesia,http://www.sqtalk.com/forum/forum/general/small-talk/9544-
737 for sale at a mere $500K,http://www.sqtalk.com/forum/forum/general/small-talk/9527-
Best free web based resource to keep flight logs,http://www.sqtalk.com/forum/forum/general/small-talk/9533-
Surviving a plane crash,http://www.sqtalk.com/forum/forum/general/small-talk/9202-
Reminder for UK folks,http://www.sqtalk.com/forum/forum/general/small-talk/9474-
World Cup...Have your habits changed?,http://www.sqtalk.com/forum/forum/general/small-talk/8866-
passport question,http://www.sqtalk.com/forum/forum/general/small-talk/9451-
How do I book a Korea DMZ tour?,http://www.sqtalk.com/forum/forum/general/small-talk/9456-
T.I.T (this is thailand),http://www.sqtalk.com/forum/forum/general/small-talk/9439-
"Ideas for ""fun day"" for a couple?",http://www.sqtalk.com/forum/forum/general/small-talk/9435-
A380 Flight Deck,http://www.sqtalk.com/forum/forum/general/small-talk/9429-
Best Camcorder?,http://www.sqtalk.com/forum/forum/general/small-talk/9410-
Food Poisoning on Airlines,http://www.sqtalk.com/forum/forum/general/small-talk/9375-
Any domestic 744s for Spring 2011?,http://www.sqtalk.com/forum/forum/general/small-talk/9378-
Webbie for collecting aircraft info,http://www.sqtalk.com/forum/forum/general/small-talk/9358-
[OP deleted] Singapore Hotels rate as most expensive in the region,http://www.sqtalk.com/forum/forum/general/small-talk/9310-
Amazon Kindle,http://www.sqtalk.com/forum/forum/general/small-talk/5965-
"World's airlines to make $8.9bn profit, Iata says",http://www.sqtalk.com/forum/forum/general/small-talk/9331-
Airbus Nears A320 Upgrade as Boeing Questions Efficiency,http://www.sqtalk.com/forum/forum/general/small-talk/9324-
What DO people do at check in?!,http://www.sqtalk.com/forum/forum/general/small-talk/9299-
Happy Birthday Malaysia!,http://www.sqtalk.com/forum/forum/general/small-talk/9245-
The Flower - spotted in the wild!,http://www.sqtalk.com/forum/forum/general/small-talk/9297-
Christchurch Earthquake,http://www.sqtalk.com/forum/forum/general/small-talk/9273-
ESTA Reminder for US Travellers,http://www.sqtalk.com/forum/forum/general/small-talk/9270-
Which laptop to buy for long flights?,http://www.sqtalk.com/forum/forum/general/small-talk/8774-
Strange out station lounge arrangements,http://www.sqtalk.com/forum/forum/general/small-talk/8888-
drugged baby tiger found in luggage next to stuffed animal,http://www.sqtalk.com/forum/forum/general/small-talk/9239-
Tracking flights live over europe - some sites,http://www.sqtalk.com/forum/forum/general/small-talk/9036-
What do you guys/gals do for a living?,http://www.sqtalk.com/forum/forum/general/small-talk/9079-
Model plane - Bad Karma?,http://www.sqtalk.com/forum/forum/general/small-talk/9156-
FA Loses His Cool,http://www.sqtalk.com/forum/forum/general/small-talk/9152-
This person ain't seen nuthin' yet :),http://www.sqtalk.com/forum/forum/general/small-talk/9120-
TWG and teas in general,http://www.sqtalk.com/forum/forum/general/small-talk/9018-
Best use of points for a while.,http://www.sqtalk.com/forum/forum/general/small-talk/9093-
Inception,http://www.sqtalk.com/forum/forum/general/small-talk/9049-
Do you have a dress code when you fly?,http://www.sqtalk.com/forum/forum/general/small-talk/8964-
The Ultimate Self-Drive Holiday?,http://www.sqtalk.com/forum/forum/general/small-talk/9035-
The Perils of J Class - Pickpockets !,http://www.sqtalk.com/forum/forum/general/small-talk/8079-
1st 787 In the flesh,http://www.sqtalk.com/forum/forum/general/small-talk/1524-
Anyone know how to force an overnight using Orbitz?,http://www.sqtalk.com/forum/forum/general/small-talk/8842-
Any free image hosts with hotlinking & ftp xs?,http://www.sqtalk.com/forum/forum/general/small-talk/9024-
Short Holiday,http://www.sqtalk.com/forum/forum/general/small-talk/8995-
Maggots on flight,http://www.sqtalk.com/forum/forum/general/small-talk/8962-
Asia's high flyers to benefit from online mileage manager,http://www.sqtalk.com/forum/forum/general/small-talk/8947-
Flight Tracking Database,http://www.sqtalk.com/forum/forum/general/small-talk/8927-
flights and health,http://www.sqtalk.com/forum/forum/general/small-talk/8901-
Citibank Premier Miles (Malaysia),http://www.sqtalk.com/forum/forum/general/small-talk/8923-
"Any ""foreign"" lounge out there better than the resident flagship lounge?",http://www.sqtalk.com/forum/forum/general/small-talk/748-
More UK Flight Tax,http://www.sqtalk.com/forum/forum/general/small-talk/8902-
"World's strangest, weirdest and scariest airports",http://www.sqtalk.com/forum/forum/general/small-talk/8845-
Man survives 'undercarriage flight',http://www.sqtalk.com/forum/forum/general/small-talk/8847-
Witnessing people scared of flying on board,http://www.sqtalk.com/forum/forum/general/small-talk/8837-
iPAD,http://www.sqtalk.com/forum/forum/general/small-talk/8266-
Oil Leak Disaster in the Gulf of Mexico,http://www.sqtalk.com/forum/forum/general/small-talk/8818-
Providing ID on AU domestic flights,http://www.sqtalk.com/forum/forum/general/small-talk/8816-
Cheapest freight option UK-Penang,http://www.sqtalk.com/forum/forum/general/small-talk/8812-
About to have my wings clipped ......,http://www.sqtalk.com/forum/forum/general/small-talk/8815-
Concorde set to fly again!,http://www.sqtalk.com/forum/forum/general/small-talk/8807-
light aircraft pilots licence,http://www.sqtalk.com/forum/forum/general/small-talk/8804-
Best Pocket HD camcorder,http://www.sqtalk.com/forum/forum/general/small-talk/8772-
My Private Diecast Collection,http://www.sqtalk.com/forum/forum/general/small-talk/8715-
Schumacher to REALLY make sensational comeback :),http://www.sqtalk.com/forum/forum/general/small-talk/7141-
Man makes QF A380 out of lego,http://www.sqtalk.com/forum/forum/general/small-talk/8529-
Mattress Opinions,http://www.sqtalk.com/forum/forum/general/small-talk/8599-
The 747-8F flies!,http://www.sqtalk.com/forum/forum/general/small-talk/8291-
Slow Fast Track,http://www.sqtalk.com/forum/forum/general/small-talk/8720-
Free Flight For Life,http://www.sqtalk.com/forum/forum/general/small-talk/8718-
Strange Safety Video - Kalula Air (MN),http://www.sqtalk.com/forum/forum/general/small-talk/8706-
Your emptiest Y flight?,http://www.sqtalk.com/forum/forum/general/small-talk/8670-
How Apple Lost & Found its iPhone 4,http://www.sqtalk.com/forum/forum/general/small-talk/8659-
Best Credit Card for Lounge Entry?,http://www.sqtalk.com/forum/forum/general/small-talk/7731-
Women arrested for allegedly trying to smuggle man's corpse onto flight,http://www.sqtalk.com/forum/forum/general/small-talk/8583-
Connecting flight guide,http://www.sqtalk.com/forum/forum/general/small-talk/8638-
Jamie Cullum sings right *next* to me last night at the concert!,http://www.sqtalk.com/forum/forum/general/small-talk/8627-
The Thrill of Flying the SR-71 Blackbird,http://www.sqtalk.com/forum/forum/general/small-talk/8618-
Heineken Does It Again!,http://www.sqtalk.com/forum/forum/general/small-talk/8471-
Virgins space rocket test flight,http://www.sqtalk.com/forum/forum/general/small-talk/8521-
SQ Schedule App for Windows Phone,http://www.sqtalk.com/forum/forum/general/small-talk/8575-
Cabin Crew Cadet,http://www.sqtalk.com/forum/forum/general/small-talk/8534-
A350 - How nice does this look,http://www.sqtalk.com/forum/forum/general/small-talk/8512-
For Window Seat Lovers...,http://www.sqtalk.com/forum/forum/general/small-talk/8532-
Suggestions needed for trip from Beijing to Shanghai,http://www.sqtalk.com/forum/forum/general/small-talk/8470-
Red Arrows Mid Air Collision,http://www.sqtalk.com/forum/forum/general/small-talk/8517-
Anyone watched Hurt Locker?,http://www.sqtalk.com/forum/forum/general/small-talk/8452-
"Jaw-Dropping, Low Flying Jet Fighter",http://www.sqtalk.com/forum/forum/general/small-talk/8457-
"A new series: Short Stories, Vol. I.",http://www.sqtalk.com/forum/forum/general/small-talk/8386-
"Kevin Smith kicked off the plane for being ""overweight.""",http://www.sqtalk.com/forum/forum/general/small-talk/8318-
How many miles clocked in 2009??,http://www.sqtalk.com/forum/forum/general/small-talk/8056-
Sling Box,http://www.sqtalk.com/forum/forum/general/small-talk/8360-
A post-Valentine’s Day story :love9:,http://www.sqtalk.com/forum/forum/general/small-talk/8364-
Upcoming movie for FF junkies,http://www.sqtalk.com/forum/forum/general/small-talk/6336-
Airline industry news 2009,http://www.sqtalk.com/forum/forum/general/small-talk/6430-
Australians Travelling to Spain,http://www.sqtalk.com/forum/forum/general/small-talk/8284-
A Fashion Star Leaves the Stage,http://www.sqtalk.com/forum/forum/general/small-talk/8304-
The A380 really likes 180˚,http://www.sqtalk.com/forum/forum/general/small-talk/8289-
Anyone remember what flying was like?,http://www.sqtalk.com/forum/forum/general/small-talk/8125-
clackety clack - Belts undone before coming to a full stop,http://www.sqtalk.com/forum/forum/general/small-talk/8246-
Where should I spend NYE? Suggestions please!,http://www.sqtalk.com/forum/forum/general/small-talk/8278-
Any Lego fans here?,http://www.sqtalk.com/forum/forum/general/small-talk/6817-
The Lion City 1957,http://www.sqtalk.com/forum/forum/general/small-talk/8263-
B787 Wing Flex Needs a Little Getting Used To,http://www.sqtalk.com/forum/forum/general/small-talk/8244-
Obviously the guy who wrote this article doesn't TRULY understand travel.....,http://www.sqtalk.com/forum/forum/general/small-talk/8181-
How to ask out a Flight Attendant,http://www.sqtalk.com/forum/forum/general/small-talk/8124-
How to find out aircraft's registration?,http://www.sqtalk.com/forum/forum/general/small-talk/8154-
"Happy 100th, Flinders St Station!",http://www.sqtalk.com/forum/forum/general/small-talk/8161-
Flights for ladies/girls,http://www.sqtalk.com/forum/forum/general/small-talk/8138-
Sky diving places around Singapore,http://www.sqtalk.com/forum/forum/general/small-talk/8145-
Hot air balloon - any suggestion?,http://www.sqtalk.com/forum/forum/general/small-talk/8140-
bitch about the weather,http://www.sqtalk.com/forum/forum/general/small-talk/8103-
I declined an upgrade!,http://www.sqtalk.com/forum/forum/general/small-talk/8094-
Tsutomo Yamaguchi - only person to have survived both Hiroshima and Nagasaki,http://www.sqtalk.com/forum/forum/general/small-talk/7985-
Slovak experiment planting explosives in pax bag as part of study backfires...,http://www.sqtalk.com/forum/forum/general/small-talk/8073-
Least Expensive Place to Get Samsonite Products,http://www.sqtalk.com/forum/forum/general/small-talk/8042-
Looks like additional security could be on its way,http://www.sqtalk.com/forum/forum/general/small-talk/8010-
Trunk Test,http://www.sqtalk.com/forum/forum/general/small-talk/8016-
Metal knives re-allowed & carry-on restrictions relaxed on Aus routes,http://www.sqtalk.com/forum/forum/general/small-talk/7978-
"Merry X'mas, SQTalkers",http://www.sqtalk.com/forum/forum/general/small-talk/8001-
Axl resurfaces with a paps attack in LAX.,http://www.sqtalk.com/forum/forum/general/small-talk/8002-
Glee. Oh dear.,http://www.sqtalk.com/forum/forum/general/small-talk/7955-
Enquiry About Booking Package(Flights and Hotel) On ZUJI.com,http://www.sqtalk.com/forum/forum/general/small-talk/7965-
Boeing 787 Test Flight,http://www.sqtalk.com/forum/forum/general/small-talk/7962-
Beautiful SQ Girls Fly High !,http://www.sqtalk.com/forum/forum/general/small-talk/7925-
B747-8 Intercontinental,http://www.sqtalk.com/forum/forum/general/small-talk/3393-
全日空因客機氧氣面罩未脫落受嚴重警告,http://www.sqtalk.com/forum/forum/general/small-talk/7884-
"Kelly Phoon - minor celebrity, back to be Singapore Girl",http://www.sqtalk.com/forum/forum/general/small-talk/7875-
H1N1 vaccine: to take or not to take,http://www.sqtalk.com/forum/forum/general/small-talk/7786-
Tiger's drive goes O.B,http://www.sqtalk.com/forum/forum/general/small-talk/7863-
Anyone changed their travel plans because of global slowdown?,http://www.sqtalk.com/forum/forum/general/small-talk/5148-
What is your favourite watch when you're on holiday?,http://www.sqtalk.com/forum/forum/general/small-talk/7812-
The Obamas' visit to Singapore,http://www.sqtalk.com/forum/forum/general/small-talk/7666-
Do frequent flyer programs allow points transfer?,http://www.sqtalk.com/forum/forum/general/small-talk/7763-
one-armed bandits on board?,http://www.sqtalk.com/forum/forum/general/small-talk/7794-
How to move iTunes library from one computer to another?,http://www.sqtalk.com/forum/forum/general/small-talk/7773-
Hey I'm new,http://www.sqtalk.com/forum/forum/general/small-talk/7772-
BOSE QC3,http://www.sqtalk.com/forum/forum/general/small-talk/778-
Shipping Query: Where's My New Car?,http://www.sqtalk.com/forum/forum/general/small-talk/7714-
"Police: Pair Stole Up To 1,000 bags at Arizona Airport",http://www.sqtalk.com/forum/forum/general/small-talk/7740-
Why Singapore gals will never be Ms Universe....,http://www.sqtalk.com/forum/forum/general/small-talk/7636-
Availability using American Express Frequent Flyer Miles,http://www.sqtalk.com/forum/forum/general/small-talk/7719-
I think I love Swiss too much,http://www.sqtalk.com/forum/forum/general/small-talk/4327-
Manchester Airport - now serving voyeurs in T2,http://www.sqtalk.com/forum/forum/general/small-talk/7638-
Esplanade Lounge,http://www.sqtalk.com/forum/forum/general/small-talk/7637-
Am pissed off with sneezers !,http://www.sqtalk.com/forum/forum/general/small-talk/7627-
Naomi Campbell and BA,http://www.sqtalk.com/forum/forum/general/small-talk/7587-
Airline blog on the move,http://www.sqtalk.com/forum/forum/general/small-talk/7575-
Can you drive a stick shift?,http://www.sqtalk.com/forum/forum/general/small-talk/777-
"Damn you XDCX, THGDD and DAN. Stop stalking me :p",http://www.sqtalk.com/forum/forum/general/small-talk/7566-
Amazing acapella rendition of MJ medley,http://www.sqtalk.com/forum/forum/general/small-talk/7533-
Handsome SQ pilot alert!,http://www.sqtalk.com/forum/forum/general/small-talk/7485-
The Lotus name returns to Formula One,http://www.sqtalk.com/forum/forum/general/small-talk/7470-
iPhone Woes.,http://www.sqtalk.com/forum/forum/general/small-talk/7503-
Airlines Re-think First Class,http://www.sqtalk.com/forum/forum/general/small-talk/7507-
A great lesson I learnt today,http://www.sqtalk.com/forum/forum/general/small-talk/6381-
"SQ crockery and glassware, anything similar on the market?",http://www.sqtalk.com/forum/forum/general/small-talk/7457-
"Samsonite Co. Stores LLC, filed a Chapter 11 petition yesterday in Delaware",http://www.sqtalk.com/forum/forum/general/small-talk/7402-
Caravan Route in Wales,http://www.sqtalk.com/forum/forum/general/small-talk/7397-
Travel presenter Richard Quest in a bind over drugs scandal,http://www.sqtalk.com/forum/forum/general/small-talk/3869-
Camping in the middle of BLOODY nowhere,http://www.sqtalk.com/forum/forum/general/trip-reports/7385-
Watch what you drink!,http://www.sqtalk.com/forum/forum/general/small-talk/7347-
VERY RARE- SALE AT HERMES (Aug 25-29),http://www.sqtalk.com/forum/forum/general/small-talk/7332-
Y Ups and Q ups,http://www.sqtalk.com/forum/forum/general/small-talk/7299-
Fans of Krug - A Treasure Chest Comes Your Way,http://www.sqtalk.com/forum/forum/general/small-talk/7310-
A Very Nice Fringe Benefit,http://www.sqtalk.com/forum/forum/general/small-talk/7304-
How can the same sh*t happen to the same guy twice ?!,http://www.sqtalk.com/forum/forum/general/small-talk/7291-
"Man hits passenger, strips naked on flight",http://www.sqtalk.com/forum/forum/general/small-talk/7292-
Usain Bolt - Incredible 9.58 100m,http://www.sqtalk.com/forum/forum/general/small-talk/7266-
787 delays not gone down well with some..,http://www.sqtalk.com/forum/forum/general/small-talk/7288-
Magazine Purchase request,http://www.sqtalk.com/forum/forum/general/small-talk/7286-
Exclusive invitation to 2009 FORMULA 1 SINGTEL SINGAPORE GRAND PRIX,http://www.sqtalk.com/forum/forum/general/small-talk/7268-
Travel with crutches,http://www.sqtalk.com/forum/forum/general/small-talk/7221-
Airborne Hotel Concept,http://www.sqtalk.com/forum/forum/general/small-talk/7232-
"Trans Tasman routes to become ""domestic"": Australia and NZ explores common border",http://www.sqtalk.com/forum/forum/general/small-talk/5929-
Global financial distress,http://www.sqtalk.com/forum/forum/general/small-talk/4920-
Retro Jet Theme,http://www.sqtalk.com/forum/forum/general/small-talk/7190-
Happy Flight - Movie recommendation,http://www.sqtalk.com/forum/forum/general/small-talk/7095-
THE way to get married!,http://www.sqtalk.com/forum/forum/general/small-talk/7154-
Samsonite 44% sale,http://www.sqtalk.com/forum/forum/general/small-talk/7205-
United Breaks Guitar,http://www.sqtalk.com/forum/forum/general/small-talk/7188-
Airbus rolls out A350XWB fuselage demonstrator.,http://www.sqtalk.com/forum/forum/general/small-talk/7180-
Corazon Aquino Dies,http://www.sqtalk.com/forum/forum/general/small-talk/7149-
A380 Hard Landing,http://www.sqtalk.com/forum/forum/general/small-talk/7139-
Try this if your F experience is below par,http://www.sqtalk.com/forum/forum/general/small-talk/7125-
RIP Michael Jackson,http://www.sqtalk.com/forum/forum/general/small-talk/6863-
Which utility or website do you use to translate airport IATA code to airport name?,http://www.sqtalk.com/forum/forum/general/small-talk/7078-
The 747-8i flies - according to AFP...,http://www.sqtalk.com/forum/forum/general/small-talk/7107-
Airline Manager - Facebook,http://www.sqtalk.com/forum/forum/general/small-talk/7087-
Drunken man shocks with his generosity (at Spanish Airport),http://www.sqtalk.com/forum/forum/general/small-talk/6963-
"""Is it your first time on an aeroplane?""",http://www.sqtalk.com/forum/forum/general/small-talk/7071-
Could you pull this off?,http://www.sqtalk.com/forum/forum/general/small-talk/7039-
Train Vs Bus Vs Virgin Blue,http://www.sqtalk.com/forum/forum/general/small-talk/7048-
Rare video of 1938 Singapore found on... YouTube,http://www.sqtalk.com/forum/forum/general/small-talk/7024-
Roasting a Kitten,http://www.sqtalk.com/forum/forum/general/small-talk/7030-
Your Favourite Airline Food,http://www.sqtalk.com/forum/forum/general/small-talk/6974-
Anyone know where to get Sandbar BH-533 bag in Singapore?,http://www.sqtalk.com/forum/forum/general/small-talk/6980-
Hi Newbie here!,http://www.sqtalk.com/forum/forum/general/small-talk/6976-
Memorabilia for Sale - Express of Interest,http://www.sqtalk.com/forum/forum/general/small-talk/6951-
Private A380,http://www.sqtalk.com/forum/forum/general/small-talk/6788-
Pam Ann Terrorist,http://www.sqtalk.com/forum/forum/general/small-talk/6948-
Closets,http://www.sqtalk.com/forum/forum/general/small-talk/6946-
ever wanted to be a SQ girl but cant....,http://www.sqtalk.com/forum/forum/general/small-talk/6924-
Travel Photos,http://www.sqtalk.com/forum/forum/general/small-talk/6904-
World's Best Airport! (a.k.a. Skytrax is at it again...),http://www.sqtalk.com/forum/forum/general/small-talk/6746-
Anyone using Firefox 3.0? Opinions?,http://www.sqtalk.com/forum/forum/general/small-talk/4353-
The Times: Airbus could be asked to ground all long-range airliners,http://www.sqtalk.com/forum/forum/general/small-talk/6909-
Never knock an SQTalker :p,http://www.sqtalk.com/forum/forum/general/small-talk/6873-
leave it to the ridiculous russians,http://www.sqtalk.com/forum/forum/general/small-talk/6900-
Superjumbo is super economical,http://www.sqtalk.com/forum/forum/general/small-talk/6880-
Funny video spoof of Obama,http://www.sqtalk.com/forum/forum/general/small-talk/6883-
Reuters: World's 10 most legendary bars,http://www.sqtalk.com/forum/forum/general/small-talk/6872-
"Transformers: Revenge of the fallen (no spoilers inside, relax:))",http://www.sqtalk.com/forum/forum/general/small-talk/6844-
Manbags and luggage tags,http://www.sqtalk.com/forum/forum/general/small-talk/2981-
Help on buying Shinkansen tickets,http://www.sqtalk.com/forum/forum/general/small-talk/5842-
Italian airline apology after Sicily vanishes from in-flight magazine,http://www.sqtalk.com/forum/forum/general/small-talk/6807-
A fly takes on the most powerful man in the world ...,http://www.sqtalk.com/forum/forum/general/small-talk/6797-
Excellent (and long) analysis article on the A330/340 - 777 rivalry,http://www.sqtalk.com/forum/forum/general/small-talk/6767-
The World's Most Impressive Airport Lounges,http://www.sqtalk.com/forum/forum/general/small-talk/6773-
Snake bites man on Lonsdale street in MEL?,http://www.sqtalk.com/forum/forum/general/small-talk/6763-
Arak poisoning in Bali,http://www.sqtalk.com/forum/forum/general/small-talk/6722-
Linguine con gamberi,http://www.sqtalk.com/forum/forum/general/small-talk/6701-
Normal Tech Student Wants to be Pilot,http://www.sqtalk.com/forum/forum/general/small-talk/6665-
High Flight,http://www.sqtalk.com/forum/forum/general/small-talk/6681-
Checking flight load,http://www.sqtalk.com/forum/forum/general/small-talk/6655-
Olympic Airways safety announcement,http://www.sqtalk.com/forum/forum/general/small-talk/6676-
Kedah Mulls Having Direct Flight Between Langkawi And Iran,http://www.sqtalk.com/forum/forum/general/small-talk/6667-
No more from yellow herbie,http://www.sqtalk.com/forum/forum/general/small-talk/6653-
English to be standardised across Europe,http://www.sqtalk.com/forum/forum/general/small-talk/6602-
Panasonic or Thales,http://www.sqtalk.com/forum/forum/general/small-talk/6641-
Cheapest/fastest way from Milan to Bordeaux?,http://www.sqtalk.com/forum/forum/general/small-talk/6629-
Travel insurance claims for loss of property - how to prove,http://www.sqtalk.com/forum/forum/general/small-talk/6615-
What type of traveller are you? Some cliches...,http://www.sqtalk.com/forum/forum/general/small-talk/6604-
The tale of the killed kangaroo,http://www.sqtalk.com/forum/forum/general/small-talk/6562-
"Problem Solving: ex-LAX, Visiting NRT & ICN, USD$3000 Budget",http://www.sqtalk.com/forum/forum/general/small-talk/6600-
Advice re flights to Seoul and Beijing,http://www.sqtalk.com/forum/forum/general/small-talk/6583-
Anyone seen Star Trek yet?,http://www.sqtalk.com/forum/forum/general/small-talk/6530-
Embrarer Lineage 100 interior,http://www.sqtalk.com/forum/forum/general/small-talk/6557-
Funny video,http://www.sqtalk.com/forum/forum/general/small-talk/6496-
Travel Sickness.. um a big way,http://www.sqtalk.com/forum/forum/general/small-talk/6542-
Zuji Singapore system down for two days now,http://www.sqtalk.com/forum/forum/general/small-talk/6518-
IFE question,http://www.sqtalk.com/forum/forum/general/small-talk/6525-
GE revives interest in A350 XWB engine,http://www.sqtalk.com/forum/forum/general/small-talk/6524-
Boeing 737 Sky Interior,http://www.sqtalk.com/forum/forum/general/small-talk/6458-
Flight maps,http://www.sqtalk.com/forum/forum/general/small-talk/6507-
Do all pilots have to speak English?,http://www.sqtalk.com/forum/forum/general/small-talk/6494-
Cabin crew rest areas,http://www.sqtalk.com/forum/forum/general/small-talk/6493-
CSI: Miami -- Hollywood Takes to The Skies Again,http://www.sqtalk.com/forum/forum/general/small-talk/6088-
Which is more likely to happen re future of LHR?,http://www.sqtalk.com/forum/forum/general/small-talk/6294-
Can we buy food onboard?,http://www.sqtalk.com/forum/forum/general/small-talk/493-
Michael O'Leary: Swine Flu Is Slum-dwellers' Problem,http://www.sqtalk.com/forum/forum/general/small-talk/6452-
Cathay investigates claim couple used crew rest area for sex,http://www.sqtalk.com/forum/forum/general/small-talk/6410-
An end to armrest wars?,http://www.sqtalk.com/forum/forum/general/small-talk/6401-
Woman paralysed after plane hits turbulence,http://www.sqtalk.com/forum/forum/general/small-talk/6423-
The Ramen Thread (dedicated to StarG),http://www.sqtalk.com/forum/forum/general/small-talk/6417-
Last 747-400 leaves the factory,http://www.sqtalk.com/forum/forum/general/small-talk/6416-
Does Rover need a holiday? Say hello to Pet Airways!,http://www.sqtalk.com/forum/forum/general/small-talk/6398-
item stolen from suitcase- what steps to take,http://www.sqtalk.com/forum/forum/general/small-talk/6386-
Singapore Says Economy May Contract as Much as 9%,http://www.sqtalk.com/forum/forum/general/small-talk/6364-
grounded... my days of travel shall soon be over!,http://www.sqtalk.com/forum/forum/general/small-talk/6383-
Concorde May End Her Days In Dubai,http://www.sqtalk.com/forum/forum/general/small-talk/6331-
Indonesia will ground 'small' airlines,http://www.sqtalk.com/forum/forum/general/small-talk/6359-
US laptop searches?,http://www.sqtalk.com/forum/forum/general/small-talk/6270-
Favorite aircraft to fly in and why?,http://www.sqtalk.com/forum/forum/general/small-talk/5664-
Asian LCCs vs. European LCCs. All the same?,http://www.sqtalk.com/forum/forum/general/small-talk/6318-
MH 777 Pilot Blog,http://www.sqtalk.com/forum/forum/general/small-talk/6259-
New Opera browser,http://www.sqtalk.com/forum/forum/general/small-talk/6266-
roflmfao- this guy is awesome,http://www.sqtalk.com/forum/forum/general/small-talk/6310-
Airbus Freezes Output Rise But Says Demand Strong,http://www.sqtalk.com/forum/forum/general/small-talk/5107-
I need an advice,http://www.sqtalk.com/forum/forum/general/small-talk/6306-
BREAKING NEWS: Concorde may fly again!!!,http://www.sqtalk.com/forum/forum/general/small-talk/6258-
If you had your own airline from Singapore,http://www.sqtalk.com/forum/forum/general/small-talk/6217-
TIME OUT....For a funny story!,http://www.sqtalk.com/forum/forum/general/small-talk/6097-
How far for a security search?,http://www.sqtalk.com/forum/forum/general/small-talk/5765-
Stay At the Hotelicopter: The World's First Flying Hotel,http://www.sqtalk.com/forum/forum/general/small-talk/6231-
ESTA for travel to the US - a copy required ?,http://www.sqtalk.com/forum/forum/general/small-talk/6250-
[completely OT] My fav video of the year.,http://www.sqtalk.com/forum/forum/general/small-talk/6212-
Registration numbers of models sold onboard SQ,http://www.sqtalk.com/forum/forum/general/small-talk/6078-
CRM & the airline industry,http://www.sqtalk.com/forum/forum/general/small-talk/6205-
Lounges and the People In Them,http://www.sqtalk.com/forum/forum/general/small-talk/6035-
can someone please donate their gulfstream V,http://www.sqtalk.com/forum/forum/general/small-talk/6101-
Man killed during Sydney Airport Brawl,http://www.sqtalk.com/forum/forum/general/small-talk/6136-
Temporary travel authority?,http://www.sqtalk.com/forum/forum/general/small-talk/6110-
"Ok, so you missed your flight but....",http://www.sqtalk.com/forum/forum/general/small-talk/5887-
Ever had one of these pics taken?,http://www.sqtalk.com/forum/forum/general/small-talk/6062-
Best route in Y (LAX-SIN),http://www.sqtalk.com/forum/forum/general/small-talk/5958-
